Total Trades,Win Rate,Profit Factor,Expectancy,CAGR,Max Drawdown,Recovery Factor,MAR Ratio,Sharpe Ratio
55,65.45%,2.5,14863.64,12.05%,-5.41%,8.3,2.23,1.57
